investigation_id,title,analyst,related_account_id,status,severity,opened_at,closed_at,summary,detailed_notes,source_methods
INV-00265,Reported phishing,m.chen,ACC-000172,in_review,low,2025-08-10 10:53:29,,Reviewed low phishing wave signal cluster; contained; malicious grant revoked.,"Pivoted from VirusTotal feed. Observed suspicious_oauth_grant and anomalous_share_external. Pulled the account risk score (band high). Response: revoked active sessions, enforced MFA re-enrollment, queued for manual review. Outcome: contained; malicious grant revoked. HUMINT note: sub-judice — legal hold.",Honeypot telemetry; collection method endpoint memory capture.
INV-00266,Anomalous bulk export,s.delgado,ACC-000922,false_positive,medium,2025-08-04 13:15:56,2025-09-29 20:48:42,Reviewed medium data exfiltration signal cluster; escalated to IR.,"Pivoted from ISAC Share feed. Observed mass_file_download and anomalous_share_external. Pulled the account risk score (band medium); assessed blast radius across 3 accounts. Response: disabled external sharing, suspended the account, queued for manual review. Outcome: escalated to IR. HUMINT note: do not disclose to partner orgs.",Honeypot telemetry; collection method undercover channel.
INV-00267,OAuth consent phishing,r.kowalski,ACC-000299,in_review,critical,2026-02-19 13:55:43,2026-04-12 20:30:47,Triaged critical phishing wave signal cluster; contained; malicious grant revoked.,"Pivoted from Internal Honeypot feed. Observed suspicious_oauth_grant. Pulled the account risk score (band low). Response: revoked active sessions, enforced MFA re-enrollment, queued for manual review. Outcome: contained; malicious grant revoked. HUMINT note: sub-judice — legal hold.",Honeypot telemetry; collection method authenticated API audit.
INV-00268,Anomalous bulk export,a.okafor,,open,high,2025-08-11 23:13:25,,Reviewed high data exfiltration signal cluster; escalated to IR.,Pivoted from ISAC Share feed. Observed mass_file_download. Pulled the account risk score (band critical); assessed blast radius across 4 accounts. Response: disabled external sharing. Outcome: escalated to IR. HUMINT note: do not disclose to partner orgs.,Court-ordered log pull; collection method authenticated API audit.
INV-00269,Anomalous internal access,a.okafor,ACC-000998,in_review,medium,2026-05-19 12:18:39,,Triaged medium insider activity signal cluster; monitoring continues; legal hold applied.,"Pivoted from CrowdStrike Falcon X feed. Observed off_hours_admin and data_staging. Pulled the account risk score (band medium); assessed blast radius across 2 accounts. Response: queued for manual review, disabled external sharing. Outcome: monitoring continues; legal hold applied. HUMINT note: do not disclose to partner orgs.",Confidential partner feed; collection method undercover channel.
INV-00270,Phishing wave,t.ibrahim,ACC-001398,in_review,medium,2026-05-30 01:14:50,2026-06-01 19:05:40,Triaged medium phishing wave signal cluster; closed as benign.,Pivoted from Recorded Future feed. Observed suspicious_oauth_grant. Pulled the account risk score (band low). Response: enforced MFA re-enrollment. Outcome: closed as benign. HUMINT note: do not disclose to partner orgs.,Internal EDR; collection method undercover channel.
INV-00271,Anomalous login reviewed,c.ramirez,ACC-001219,closed,critical,2026-03-30 12:48:46,,Triaged critical benign signal cluster; closed as benign; false positive.,Pivoted from OSINT Crawler feed. Observed new_device_burst and geo_velocity. Pulled the account risk score (band critical). Response: took no action (cleared). Outcome: closed as benign; false positive. HUMINT note: source A reliability B2.,Court-ordered log pull; collection method undercover channel.
INV-00272,Potential malware delivery,m.chen,ACC-000414,closed,high,2026-01-29 08:45:19,2026-04-08 17:18:03,Reviewed high malware delivery signal cluster; contained; host isolated.,Pivoted from VirusTotal feed. Observed malware_callback and off_hours_admin. Enriched 13 indicators against the URLhaus feed; pivoted to the associated campaign and sibling indicators; assessed blast radius across 2 accounts. Response: suspended the account. Outcome: contained; host isolated. HUMINT note: sub-judice — legal hold.,Confidential partner feed; collection method undercover channel.
INV-00273,Anomalous internal access,r.kowalski,ACC-001942,open,critical,2026-05-26 19:43:55,2026-06-01 04:36:14,Investigated critical insider activity signal cluster; monitoring continues; legal hold applied.,"Pivoted from OSINT Crawler feed. Observed off_hours_admin and data_staging. Pulled the account risk score (band medium); assessed blast radius across 2 accounts. Response: queued for manual review, disabled external sharing. Outcome: monitoring continues; legal hold applied. HUMINT note: sub-judice — legal hold.",Confidential partner feed; collection method passive DNS.
INV-00274,Potential malware delivery,c.ramirez,ACC-000789,closed,critical,2025-06-30 23:27:31,,Triaged critical malware delivery signal cluster; contained; host isolated.,Pivoted from Confidential HUMINT feed. Observed malware_callback. Enriched 32 indicators against the URLhaus feed; pivoted to the associated campaign and sibling indicators; assessed blast radius across 3 accounts. Response: suspended the account. Outcome: contained; host isolated. HUMINT note: sub-judice — legal hold.,Court-ordered log pull; collection method endpoint memory capture.
INV-00275,Insider data staging,r.kowalski,ACC-001662,open,critical,2026-05-27 22:14:09,,Investigated critical insider activity signal cluster; monitoring continues; legal hold applied.,"Pivoted from Recorded Future feed. Observed off_hours_admin. Pulled the account risk score (band critical); assessed blast radius across 6 accounts. Response: queued for manual review, disabled external sharing. Outcome: monitoring continues; legal hold applied. HUMINT note: do not disclose to partner orgs.",Court-ordered log pull; collection method authenticated API audit.
INV-00276,Malware C2 callback,p.novak,,escalated,high,2025-07-14 13:03:42,,Investigated high malware delivery signal cluster; contained; host isolated.,Pivoted from Abuse.ch feed. Observed malware_callback. Enriched 36 indicators against the URLhaus feed; pivoted to the associated campaign and sibling indicators; assessed blast radius across 5 accounts. Response: suspended the account. Outcome: contained; host isolated. HUMINT note: do not disclose to partner orgs.,Court-ordered log pull; collection method authenticated API audit.
INV-00277,Suspicious insider activity,c.ramirez,ACC-001857,in_review,low,2025-09-22 20:43:37,,Investigated low insider activity signal cluster; reclassified after review.,Pivoted from Abuse.ch feed. Observed off_hours_admin and data_staging. Pulled the account risk score (band medium); assessed blast radius across 5 accounts. Response: enforced MFA re-enrollment. Outcome: reclassified after review. HUMINT note: do not disclose to partner orgs.,Honeypot telemetry; collection method endpoint memory capture.
INV-00278,Brute-force login burst,t.ibrahim,ACC-001608,escalated,low,2025-06-03 08:51:54,,Triaged low credential stuffing signal cluster; contained.,"Pivoted from Recorded Future feed. Observed credential_stuffing and geo_velocity and bulk_account_creation. Pulled the account risk score (band medium). Response: applied API rate limiting, forced a credential reset. Outcome: contained. HUMINT note: sub-judice — legal hold.",Court-ordered log pull; collection method authenticated API audit.
INV-00279,Insider data staging,j.fletcher,,closed,critical,2026-05-06 19:14:08,2026-06-01 23:38:37,Reviewed critical insider activity signal cluster; escalated to IR.,Pivoted from Recorded Future feed. Observed off_hours_admin and data_staging. Pulled the account risk score (band medium); assessed blast radius across 5 accounts. Response: forced a credential reset. Outcome: escalated to IR. HUMINT note: source A reliability B2.,Confidential partner feed; collection method authenticated API audit.
INV-00280,Potential data exfiltration,j.fletcher,ACC-001520,escalated,critical,2026-04-21 14:32:57,,Investigated critical data exfiltration signal cluster; escalated to IR.,"Pivoted from OSINT Crawler feed. Observed mass_file_download and anomalous_share_external. Pulled the account risk score (band high); assessed blast radius across 5 accounts. Response: disabled external sharing, suspended the account, queued for manual review. Outcome: escalated to IR. HUMINT note: do not disclose to partner orgs.",Honeypot telemetry; collection method passive DNS.
INV-00281,Confirmed account takeover,r.kowalski,,false_positive,high,2025-08-01 05:48:44,,Investigated high account takeover signal cluster; reclassified after review.,Pivoted from Confidential HUMINT feed. Observed mfa_fatigue. Pulled the account risk score (band low); assessed blast radius across 5 accounts. Response: revoked active sessions. Outcome: reclassified after review. HUMINT note: do not disclose to partner orgs.,Internal EDR; collection method undercover channel.
INV-00282,Automated alert triage,p.novak,ACC-001038,escalated,low,2026-01-23 16:36:08,,Triaged low benign signal cluster; closed as benign; false positive.,Pivoted from CrowdStrike Falcon X feed. Observed new_device_burst and geo_velocity. Pulled the account risk score (band critical). Response: took no action (cleared). Outcome: closed as benign; false positive. HUMINT note: source A reliability B2.,Confidential partner feed; collection method endpoint memory capture.
INV-00283,Anomalous bulk export,c.ramirez,ACC-001923,false_positive,medium,2025-09-18 09:27:19,2025-12-10 21:11:40,Triaged medium data exfiltration signal cluster; escalated to IR.,"Pivoted from CrowdStrike Falcon X feed. Observed mass_file_download and anomalous_share_external. Pulled the account risk score (band high); assessed blast radius across 3 accounts. Response: disabled external sharing, suspended the account, queued for manual review. Outcome: escalated to IR. HUMINT note: do not disclose to partner orgs.",Internal EDR; collection method endpoint memory capture.
INV-00284,Anomalous internal access,s.delgado,ACC-000136,escalated,medium,2025-07-02 17:10:28,2025-07-12 19:37:46,Reviewed medium insider activity signal cluster; monitoring continues; legal hold applied.,"Pivoted from Abuse.ch feed. Observed off_hours_admin and data_staging. Pulled the account risk score (band medium); assessed blast radius across 4 accounts. Response: queued for manual review, disabled external sharing. Outcome: monitoring continues; legal hold applied. HUMINT note: do not disclose to partner orgs.",Internal EDR; collection method authenticated API audit.
INV-00285,Credential stuffing wave,j.fletcher,ACC-001789,escalated,medium,2026-05-29 23:09:47,2026-06-01 08:09:13,Investigated medium credential stuffing signal cluster; contained.,"Pivoted from Recorded Future feed. Observed credential_stuffing and geo_velocity. Pulled the account risk score (band high). Response: applied API rate limiting, forced a credential reset. Outcome: contained. HUMINT note: source A reliability B2.",Court-ordered log pull; collection method undercover channel.
INV-00286,Anomalous login reviewed,c.ramirez,ACC-000300,false_positive,critical,2025-07-24 07:48:00,2025-09-23 11:35:17,Triaged critical benign signal cluster; reclassified after review.,Pivoted from ISAC Share feed. Observed new_device_burst and geo_velocity. Pulled the account risk score (band medium). Response: suspended the account. Outcome: reclassified after review. HUMINT note: source A reliability B2.,Honeypot telemetry; collection method passive DNS.
INV-00287,Automated abuse via API,a.okafor,ACC-001628,closed,medium,2026-03-18 23:19:10,,Reviewed medium api token abuse signal cluster; contained; token revoked.,"Pivoted from ISAC Share feed. Observed api_token_abuse and bulk_account_creation and mass_file_download. Pulled the account risk score (band high). Response: applied API rate limiting, revoked active sessions. Outcome: contained; token revoked. HUMINT note: source A reliability B2.",Confidential partner feed; collection method passive DNS.
INV-00288,Automated alert triage,m.chen,ACC-000955,false_positive,critical,2026-01-09 00:39:51,2026-02-22 08:13:43,Triaged critical benign signal cluster; closed as benign; false positive.,Pivoted from Abuse.ch feed. Observed geo_velocity. Pulled the account risk score (band low). Response: took no action (cleared). Outcome: closed as benign; false positive. HUMINT note: source A reliability B2.,Confidential partner feed; collection method authenticated API audit.
INV-00289,OAuth consent phishing,t.ibrahim,,escalated,critical,2026-04-09 19:31:35,,Triaged critical phishing wave signal cluster; contained; malicious grant revoked.,"Pivoted from Internal Honeypot feed. Observed suspicious_oauth_grant and off_hours_admin. Pulled the account risk score (band low). Response: revoked active sessions, enforced MFA re-enrollment, queued for manual review. Outcome: contained; malicious grant revoked. HUMINT note: sub-judice — legal hold.",Confidential partner feed; collection method endpoint memory capture.
INV-00290,Credential stuffing wave,r.kowalski,,in_review,low,2026-02-05 11:09:32,2026-04-13 23:28:29,Reviewed low credential stuffing signal cluster; contained.,"Pivoted from CrowdStrike Falcon X feed. Observed credential_stuffing and geo_velocity. Pulled the account risk score (band critical). Response: applied API rate limiting, forced a credential reset. Outcome: contained. HUMINT note: sub-judice — legal hold.",Internal EDR; collection method passive DNS.
INV-00291,Anomalous login reviewed,j.fletcher,ACC-001915,false_positive,critical,2025-12-06 19:46:46,2026-01-21 09:54:01,Reviewed critical benign signal cluster; closed as benign; false positive.,Pivoted from Internal Honeypot feed. Observed new_device_burst and geo_velocity. Pulled the account risk score (band critical). Response: took no action (cleared). Outcome: closed as benign; false positive. HUMINT note: do not disclose to partner orgs.,Honeypot telemetry; collection method passive DNS.
INV-00292,Automated alert triage,c.ramirez,,closed,low,2025-07-27 06:40:17,,Triaged low benign signal cluster; closed as benign; false positive.,Pivoted from OSINT Crawler feed. Observed new_device_burst and geo_velocity. Pulled the account risk score (band low). Response: took no action (cleared). Outcome: closed as benign; false positive. HUMINT note: do not disclose to partner orgs.,Honeypot telemetry; collection method endpoint memory capture.
INV-00293,Confirmed data exfiltration,t.ibrahim,,false_positive,high,2026-05-27 00:09:13,2026-06-01 19:11:41,Investigated high data exfiltration signal cluster; escalated to IR.,"Pivoted from Internal Honeypot feed. Observed mass_file_download and anomalous_share_external. Pulled the account risk score (band high); assessed blast radius across 5 accounts. Response: disabled external sharing, suspended the account, queued for manual review. Outcome: escalated to IR. HUMINT note: source A reliability B2.",Confidential partner feed; collection method passive DNS.
INV-00294,Low-severity signal review,p.novak,,false_positive,medium,2026-05-06 11:02:47,,Investigated medium benign signal cluster; closed as benign; false positive.,Pivoted from Internal Honeypot feed. Observed new_device_burst and geo_velocity. Pulled the account risk score (band low). Response: took no action (cleared). Outcome: closed as benign; false positive. HUMINT note: sub-judice — legal hold.,Internal EDR; collection method endpoint memory capture.
INV-00295,Automated abuse via API,a.okafor,ACC-001789,closed,high,2025-12-25 04:04:37,,Triaged high api token abuse signal cluster; contained; token revoked.,"Pivoted from Confidential HUMINT feed. Observed api_token_abuse. Pulled the account risk score (band medium). Response: applied API rate limiting, revoked active sessions. Outcome: contained; token revoked. HUMINT note: sub-judice — legal hold.",Internal EDR; collection method undercover channel.
INV-00296,Automated alert triage,a.okafor,ACC-000485,escalated,critical,2025-12-07 10:52:58,,Investigated critical benign signal cluster; closed as benign; false positive.,Pivoted from OSINT Crawler feed. Observed new_device_burst. Pulled the account risk score (band low). Response: took no action (cleared). Outcome: closed as benign; false positive. HUMINT note: sub-judice — legal hold.,Court-ordered log pull; collection method passive DNS.
INV-00297,Bulk account creation,t.ibrahim,ACC-000500,in_review,high,2025-08-05 21:43:31,2025-10-09 01:51:06,Investigated high api token abuse signal cluster; contained; token revoked.,"Pivoted from OSINT Crawler feed. Observed api_token_abuse and bulk_account_creation. Pulled the account risk score (band medium). Response: applied API rate limiting, revoked active sessions. Outcome: contained; token revoked. HUMINT note: do not disclose to partner orgs.",Confidential partner feed; collection method endpoint memory capture.
INV-00298,Malware C2 callback,m.chen,ACC-001793,in_review,critical,2025-06-20 19:01:14,2025-09-02 11:27:11,Triaged critical malware delivery signal cluster; contained; host isolated.,Pivoted from ISAC Share feed. Observed malware_callback. Enriched 17 indicators against the URLhaus feed; pivoted to the associated campaign and sibling indicators; assessed blast radius across 6 accounts. Response: suspended the account. Outcome: contained; host isolated. HUMINT note: do not disclose to partner orgs.,Court-ordered log pull; collection method endpoint memory capture.
INV-00299,Potential malware delivery,p.novak,ACC-000372,escalated,low,2025-06-30 00:22:41,,Reviewed low malware delivery signal cluster; contained; host isolated.,Pivoted from ISAC Share feed. Observed malware_callback. Enriched 12 indicators against the URLhaus feed; pivoted to the associated campaign and sibling indicators; assessed blast radius across 2 accounts. Response: suspended the account. Outcome: contained; host isolated. HUMINT note: do not disclose to partner orgs.,Court-ordered log pull; collection method authenticated API audit.
INV-00300,Credential abuse,m.chen,,open,critical,2025-08-22 02:01:08,2025-10-23 11:39:47,Triaged critical credential stuffing signal cluster; reclassified after review.,Pivoted from OSINT Crawler feed. Observed geo_velocity and new_device_burst. Pulled the account risk score (band low). Response: queued for manual review. Outcome: reclassified after review. HUMINT note: sub-judice — legal hold.,Honeypot telemetry; collection method authenticated API audit.
INV-00301,Automated alert triage,s.delgado,ACC-001258,false_positive,medium,2026-01-03 15:37:42,2026-03-26 03:05:42,Triaged medium benign signal cluster; closed as benign; false positive.,Pivoted from Internal Honeypot feed. Observed new_device_burst and geo_velocity. Pulled the account risk score (band critical). Response: took no action (cleared). Outcome: closed as benign; false positive. HUMINT note: do not disclose to partner orgs.,Court-ordered log pull; collection method passive DNS.
INV-00302,Potential data exfiltration,c.ramirez,ACC-001521,closed,medium,2025-10-12 06:11:14,2025-11-29 07:51:29,Investigated medium data exfiltration signal cluster; escalated to IR.,"Pivoted from Abuse.ch feed. Observed mass_file_download and anomalous_share_external. Pulled the account risk score (band low); assessed blast radius across 1 accounts. Response: disabled external sharing, suspended the account, queued for manual review. Outcome: escalated to IR. HUMINT note: source A reliability B2.",Confidential partner feed; collection method endpoint memory capture.
INV-00303,API token abuse,j.fletcher,ACC-001486,escalated,medium,2025-08-06 06:10:29,,Triaged medium api token abuse signal cluster; contained; token revoked.,"Pivoted from Recorded Future feed. Observed api_token_abuse and bulk_account_creation. Pulled the account risk score (band medium). Response: applied API rate limiting, revoked active sessions. Outcome: contained; token revoked. HUMINT note: source A reliability B2.",Honeypot telemetry; collection method undercover channel.
INV-00304,API token abuse,a.okafor,ACC-001018,escalated,critical,2025-11-24 14:32:49,,Triaged critical api token abuse signal cluster; contained; token revoked.,"Pivoted from Mandiant feed. Observed api_token_abuse and bulk_account_creation. Pulled the account risk score (band high). Response: applied API rate limiting, revoked active sessions. Outcome: contained; token revoked. HUMINT note: source A reliability B2.",Court-ordered log pull; collection method passive DNS.
INV-00305,Anomalous internal access,r.kowalski,ACC-000743,open,medium,2025-07-20 01:23:25,,Investigated medium insider activity signal cluster; monitoring continues; legal hold applied.,"Pivoted from OSINT Crawler feed. Observed off_hours_admin and data_staging. Pulled the account risk score (band high); assessed blast radius across 3 accounts. Response: queued for manual review, disabled external sharing. Outcome: monitoring continues; legal hold applied. HUMINT note: do not disclose to partner orgs.",Court-ordered log pull; collection method passive DNS.
INV-00306,Confirmed account takeover,c.ramirez,ACC-000631,escalated,critical,2026-01-23 12:07:46,2026-01-31 01:53:22,Triaged critical account takeover signal cluster; contained; no customer impact confirmed.,"Pivoted from OSINT Crawler feed. Observed impossible_travel and mfa_fatigue. Pulled the account risk score (band high); assessed blast radius across 1 accounts. Response: forced a credential reset, revoked active sessions, enforced MFA re-enrollment. Outcome: contained; no customer impact confirmed. HUMINT note: sub-judice — legal hold.",Confidential partner feed; collection method passive DNS.
INV-00307,Anomalous login reviewed,j.fletcher,ACC-001700,false_positive,low,2026-01-18 18:11:12,,Reviewed low benign signal cluster; closed as benign.,Pivoted from CrowdStrike Falcon X feed. Observed new_device_burst and geo_velocity. Pulled the account risk score (band high). Response: revoked active sessions. Outcome: closed as benign. HUMINT note: source A reliability B2.,Honeypot telemetry; collection method undercover channel.
INV-00308,Reported phishing,j.fletcher,ACC-000867,closed,critical,2025-10-16 19:55:58,2025-11-23 03:22:04,Reviewed critical phishing wave signal cluster; contained; malicious grant revoked.,"Pivoted from Recorded Future feed. Observed suspicious_oauth_grant. Pulled the account risk score (band critical). Response: revoked active sessions, enforced MFA re-enrollment, queued for manual review. Outcome: contained; malicious grant revoked. HUMINT note: source A reliability B2.",Honeypot telemetry; collection method passive DNS.
INV-00309,Potential malware delivery,t.ibrahim,ACC-001407,closed,high,2025-06-08 01:49:16,,Triaged high malware delivery signal cluster; contained; host isolated.,Pivoted from Abuse.ch feed. Observed malware_callback. Enriched 38 indicators against the URLhaus feed; pivoted to the associated campaign and sibling indicators; assessed blast radius across 3 accounts. Response: suspended the account. Outcome: contained; host isolated. HUMINT note: source A reliability B2.,Confidential partner feed; collection method endpoint memory capture.
INV-00310,Anomalous internal access,m.chen,,false_positive,critical,2025-06-17 03:43:15,,Triaged critical insider activity signal cluster; monitoring continues; legal hold applied.,"Pivoted from CrowdStrike Falcon X feed. Observed off_hours_admin and data_staging and mass_file_download. Pulled the account risk score (band high); assessed blast radius across 5 accounts. Response: queued for manual review, disabled external sharing. Outcome: monitoring continues; legal hold applied. HUMINT note: sub-judice — legal hold.",Honeypot telemetry; collection method passive DNS.
INV-00311,Low-severity signal review,j.fletcher,ACC-000104,false_positive,medium,2025-11-17 14:52:41,2026-02-05 01:40:50,Investigated medium benign signal cluster; closed as benign; false positive.,Pivoted from Abuse.ch feed. Observed new_device_burst and geo_velocity and off_hours_admin. Pulled the account risk score (band medium). Response: took no action (cleared). Outcome: closed as benign; false positive. HUMINT note: sub-judice — legal hold.,Internal EDR; collection method undercover channel.
INV-00312,Automated alert triage,m.chen,ACC-000932,open,low,2025-12-06 03:34:59,2025-12-23 11:32:14,Triaged low benign signal cluster; closed as benign; false positive.,Pivoted from Confidential HUMINT feed. Observed geo_velocity. Pulled the account risk score (band high). Response: took no action (cleared). Outcome: closed as benign; false positive. HUMINT note: do not disclose to partner orgs.,Court-ordered log pull; collection method passive DNS.
INV-00313,Confirmed account takeover,c.ramirez,ACC-001022,escalated,low,2026-04-25 13:25:52,2026-06-01 03:30:52,Reviewed low account takeover signal cluster; contained; no customer impact confirmed.,"Pivoted from Internal Honeypot feed. Observed mfa_fatigue. Pulled the account risk score (band low); assessed blast radius across 3 accounts. Response: forced a credential reset, revoked active sessions, enforced MFA re-enrollment. Outcome: contained; no customer impact confirmed. HUMINT note: sub-judice — legal hold.",Court-ordered log pull; collection method authenticated API audit.
INV-00314,Confirmed account takeover,s.delgado,ACC-001494,escalated,critical,2025-07-12 22:02:16,2025-09-26 15:33:21,Triaged critical account takeover signal cluster; contained; no customer impact confirmed.,"Pivoted from Internal Honeypot feed. Observed impossible_travel and mfa_fatigue and bulk_account_creation. Pulled the account risk score (band critical); assessed blast radius across 3 accounts. Response: forced a credential reset, revoked active sessions, enforced MFA re-enrollment. Outcome: contained; no customer impact confirmed. HUMINT note: do not disclose to partner orgs.",Court-ordered log pull; collection method endpoint memory capture.
INV-00315,Automated abuse via API,p.novak,,in_review,high,2025-06-06 18:10:38,2025-07-23 10:22:17,Reviewed high api token abuse signal cluster; contained; token revoked.,"Pivoted from OSINT Crawler feed. Observed api_token_abuse and bulk_account_creation. Pulled the account risk score (band medium). Response: applied API rate limiting, revoked active sessions. Outcome: contained; token revoked. HUMINT note: sub-judice — legal hold.",Honeypot telemetry; collection method passive DNS.
INV-00316,Phishing wave,t.ibrahim,ACC-000857,escalated,critical,2025-07-30 11:00:26,,Investigated critical phishing wave signal cluster; contained; malicious grant revoked.,"Pivoted from Confidential HUMINT feed. Observed suspicious_oauth_grant. Pulled the account risk score (band high). Response: revoked active sessions, enforced MFA re-enrollment, queued for manual review. Outcome: contained; malicious grant revoked. HUMINT note: sub-judice — legal hold.",Honeypot telemetry; collection method passive DNS.
INV-00317,Anomalous internal access,a.okafor,,in_review,medium,2025-12-12 15:55:50,2026-02-09 10:56:46,Reviewed medium insider activity signal cluster; monitoring continues; legal hold applied.,"Pivoted from Confidential HUMINT feed. Observed off_hours_admin and data_staging. Pulled the account risk score (band critical); assessed blast radius across 2 accounts. Response: queued for manual review, disabled external sharing. Outcome: monitoring continues; legal hold applied. HUMINT note: sub-judice — legal hold.",Court-ordered log pull; collection method passive DNS.
INV-00318,Credential stuffing wave,r.kowalski,ACC-001080,false_positive,medium,2026-04-01 23:17:06,,Investigated medium credential stuffing signal cluster; reclassified after review.,Pivoted from Recorded Future feed. Observed credential_stuffing and geo_velocity. Pulled the account risk score (band critical). Response: enforced MFA re-enrollment. Outcome: reclassified after review. HUMINT note: do not disclose to partner orgs.,Honeypot telemetry; collection method passive DNS.
INV-00319,Phishing wave,t.ibrahim,,open,high,2026-03-20 12:53:15,2026-05-23 23:40:02,Investigated high phishing wave signal cluster; contained; malicious grant revoked.,"Pivoted from Abuse.ch feed. Observed suspicious_oauth_grant. Pulled the account risk score (band low). Response: revoked active sessions, enforced MFA re-enrollment, queued for manual review. Outcome: contained; malicious grant revoked. HUMINT note: sub-judice — legal hold.",Honeypot telemetry; collection method endpoint memory capture.
INV-00320,Bulk account creation,t.ibrahim,,closed,low,2026-04-08 04:18:48,2026-04-25 17:25:02,Triaged low api token abuse signal cluster; contained; token revoked.,"Pivoted from Abuse.ch feed. Observed api_token_abuse and bulk_account_creation. Pulled the account risk score (band high). Response: applied API rate limiting, revoked active sessions. Outcome: contained; token revoked. HUMINT note: sub-judice — legal hold.",Internal EDR; collection method endpoint memory capture.
