indicator_id,indicator_type,indicator_value,campaign_id,confidence,tlp,source,source_sensitivity,first_seen,last_seen,is_active
IOC-000195,url,https://cdn.evilcdn.com/ed008e47,CMP-0001,94,TLP:CLEAR,OSINT Crawler,partner,2025-06-17,2025-06-19,False
IOC-000196,domain,vault-share.io,CMP-0011,62,TLP:CLEAR,CrowdStrike Falcon X,restricted,2024-08-15,2024-08-24,True
IOC-000197,email,billing@secure-mail.com,CMP-0065,59,TLP:CLEAR,Mandiant,public,2025-09-17,2025-11-16,True
IOC-000198,sha256,635b8acdc1fa8b745e6565f57feb15777ff9346deadb17a591101dc77de8f058,CMP-0114,43,TLP:AMBER,VirusTotal,confidential,2025-03-02,2025-04-23,True
IOC-000199,email,no-reply@dropbox-team.com,CMP-0083,95,TLP:CLEAR,ISAC Share,partner,2025-02-24,2025-04-15,True
IOC-000200,sha256,8b36eabe19ae9165201b883feb4262e5a0793e1768eb96aff5854871e0af9689,CMP-0113,46,TLP:CLEAR,CrowdStrike Falcon X,restricted,2024-11-09,2025-01-05,True
IOC-000201,filename,update-final.iso,CMP-0063,68,TLP:RED,CrowdStrike Falcon X,confidential,2025-09-17,2025-09-22,False
IOC-000202,filename,resume-final.docm,CMP-0034,82,TLP:AMBER,Abuse.ch,partner,2025-02-13,2025-04-09,True
IOC-000203,ipv4,9.137.232.97,CMP-0033,80,TLP:RED,Internal Honeypot,confidential,2024-08-30,2024-09-04,True
IOC-000204,email,hr@acct-verify.com,CMP-0123,92,TLP:AMBER,Recorded Future,public,2025-01-03,2025-02-12,False
IOC-000205,email,no-reply@dropbox-team.com,CMP-0091,47,TLP:GREEN,ISAC Share,restricted,2024-08-03,2024-08-28,True
IOC-000206,email,it-support@dropbox-team.com,CMP-0069,62,TLP:RED,ISAC Share,public,2025-04-16,2025-05-08,True
IOC-000207,md5,edc9fe47dd59e96370154c2ae1ad7792,CMP-0097,96,TLP:CLEAR,Confidential HUMINT,confidential,2025-12-19,2026-01-15,False
IOC-000208,domain,dropbox-portal.com,CMP-0117,65,TLP:CLEAR,Mandiant,public,2024-11-21,2025-01-08,True
IOC-000209,domain,secure-auth.net,CMP-0135,99,TLP:RED,Internal Honeypot,public,2026-02-21,2026-03-10,False
IOC-000210,md5,ee4aad18ae4a61d50a920cf1ca931f33,CMP-0060,73,TLP:GREEN,Recorded Future,public,2026-03-09,2026-03-31,True
IOC-000211,md5,f80cf31100dea52f5b19afc94937c72f,CMP-0082,81,TLP:AMBER,Abuse.ch,restricted,2025-07-13,2025-09-03,True
IOC-000212,sha256,5f9068649d9f327578a64bffc3c9eb19d754a806e9287fc2964d376fd87d16fa,CMP-0003,87,TLP:CLEAR,ISAC Share,confidential,2026-02-13,2026-03-05,True
IOC-000213,url,https://cdn.xn--malware.com/cc9e5e78,CMP-0008,53,TLP:CLEAR,Abuse.ch,partner,2025-04-20,2025-04-23,True
IOC-000214,email,no-reply@acct-verify.com,CMP-0006,77,TLP:GREEN,Confidential HUMINT,restricted,2024-09-27,2024-11-23,True
IOC-000215,md5,1fe6182807f710b42a8524adddf90c0b,CMP-0082,63,TLP:GREEN,Confidential HUMINT,restricted,2026-01-25,2026-02-26,True
IOC-000216,filename,update_urgent.pdf.exe,CMP-0122,70,TLP:GREEN,Abuse.ch,confidential,2025-02-13,2025-03-16,True
IOC-000217,ipv4,81.110.47.251,CMP-0021,62,TLP:CLEAR,Confidential HUMINT,public,2024-12-14,2024-12-17,True
IOC-000218,md5,260715012a05dde66b3d9d1afc109abc,CMP-0068,44,TLP:RED,Recorded Future,partner,2025-11-07,2025-11-15,True
IOC-000219,filename,update_urgent.zip,CMP-0066,91,TLP:AMBER,Mandiant,confidential,2025-09-12,2025-10-26,True
IOC-000220,ipv4,82.208.63.154,CMP-0042,94,TLP:RED,Internal Honeypot,confidential,2024-11-01,2024-12-19,True
IOC-000221,domain,update-auth.net,CMP-0094,55,TLP:RED,ISAC Share,public,2025-10-03,2025-10-14,True
IOC-000222,email,no-reply@dropbox-team.com,CMP-0111,55,TLP:AMBER,Mandiant,restricted,2025-12-09,2026-01-30,True
IOC-000223,domain,cdn-share.io,CMP-0076,78,TLP:CLEAR,Recorded Future,confidential,2025-06-30,2025-07-25,False
IOC-000224,email,it-support@secure-mail.com,CMP-0088,42,TLP:GREEN,VirusTotal,restricted,2026-02-22,2026-03-28,False
IOC-000225,domain,dropbox-portal.co,CMP-0140,40,TLP:RED,Mandiant,restricted,2026-02-03,2026-02-04,False
IOC-000226,email,no-reply@acct-verify.com,CMP-0080,87,TLP:RED,Confidential HUMINT,restricted,2025-08-30,2025-10-14,True
IOC-000227,domain,vault-auth.co,CMP-0098,82,TLP:AMBER,VirusTotal,public,2025-09-28,2025-10-31,True
IOC-000228,domain,dropbox-auth.co,CMP-0117,71,TLP:GREEN,OSINT Crawler,restricted,2025-10-25,2025-11-21,True
IOC-000229,filename,invoice_2026.zip,CMP-0121,91,TLP:AMBER,Recorded Future,restricted,2026-03-22,2026-04-04,False
IOC-000230,ipv4,164.203.79.34,CMP-0010,66,TLP:RED,Confidential HUMINT,partner,2025-10-23,2025-12-19,True
IOC-000231,sha256,a1c7179b5c6f8aaf9faad0e694d1d96a411ee38e82c3ac101715c39ce2190509,CMP-0048,94,TLP:CLEAR,Recorded Future,restricted,2026-02-09,2026-03-17,True
IOC-000232,url,https://cdn.badhost.com/1b88c841,CMP-0065,97,TLP:GREEN,OSINT Crawler,confidential,2024-10-18,2024-11-26,True
IOC-000233,md5,2b705c3f4e9b9756f3ef07399c8bceff,CMP-0027,81,TLP:RED,OSINT Crawler,confidential,2024-11-28,2025-01-27,False
IOC-000234,url,https://files.xn--malware.com/7feccfd6,CMP-0056,85,TLP:RED,CrowdStrike Falcon X,partner,2025-09-18,2025-10-04,False
IOC-000235,url,https://dl.xn--malware.com/1f9297cc,CMP-0038,77,TLP:RED,Recorded Future,restricted,2024-10-28,2024-12-15,True
IOC-000236,filename,report-final.lnk,CMP-0095,58,TLP:GREEN,Internal Honeypot,partner,2025-01-02,2025-02-04,True
IOC-000237,email,it-support@secure-mail.com,CMP-0077,51,TLP:RED,Recorded Future,restricted,2025-01-13,2025-02-08,False
IOC-000238,url,https://files.badhost.com/6ca34de1,CMP-0112,70,TLP:RED,OSINT Crawler,partner,2024-11-19,2024-12-20,True
IOC-000239,url,https://dl.evilcdn.com/053d672d,CMP-0134,100,TLP:AMBER,CrowdStrike Falcon X,confidential,2025-05-02,2025-06-04,True
IOC-000240,ipv4,44.134.171.9,CMP-0005,80,TLP:GREEN,Recorded Future,restricted,2025-06-21,2025-07-02,True
IOC-000241,sha256,32faf7aa80a359e7ef342c90bc46f427df879acfeca2c9a1239011282570a1c1,CMP-0007,41,TLP:RED,Abuse.ch,public,2026-03-29,2026-03-30,True
IOC-000242,ipv4,83.58.168.28,CMP-0071,87,TLP:GREEN,Mandiant,confidential,2024-10-13,2024-10-14,True
IOC-000243,ipv4,28.7.66.71,CMP-0071,43,TLP:GREEN,Abuse.ch,confidential,2025-06-14,2025-06-18,True
IOC-000244,url,https://files.evilcdn.com/545a44db,CMP-0068,55,TLP:RED,Confidential HUMINT,restricted,2025-04-15,2025-06-07,True
IOC-000245,ipv4,158.195.91.185,CMP-0051,88,TLP:GREEN,ISAC Share,restricted,2026-02-05,2026-02-10,True
IOC-000246,domain,secure-portal.net,CMP-0065,70,TLP:AMBER,VirusTotal,partner,2025-09-25,2025-10-21,True
IOC-000247,sha256,f99c13f619b62f9e3bc251bdead45759700ed4e47c942e7140e92224ccbc6ba7,CMP-0123,97,TLP:RED,Confidential HUMINT,confidential,2026-03-25,2026-03-25,True
IOC-000248,domain,secure-files.com,CMP-0125,41,TLP:AMBER,Internal Honeypot,restricted,2026-04-16,2026-05-29,True
IOC-000249,sha256,522a3df1099002c48b9719a9abf7d4bcf62bd6f4f2a78bd3262a8fa77cb3cb81,CMP-0102,56,TLP:RED,Recorded Future,confidential,2026-03-29,2026-04-18,True
IOC-000250,md5,08da0c74eb305cd2e88f1d25c78227de,CMP-0003,83,TLP:CLEAR,Recorded Future,public,2024-10-09,2024-11-22,False
IOC-000251,url,https://dl.badhost.com/773d203e,CMP-0021,64,TLP:RED,Recorded Future,public,2024-12-19,2025-01-24,False
IOC-000252,domain,secure-auth.net,CMP-0100,98,TLP:RED,Abuse.ch,partner,2024-07-10,2024-07-17,True
IOC-000253,url,https://cdn.badhost.com/fe5a87e6,CMP-0041,52,TLP:GREEN,Recorded Future,confidential,2026-05-23,2026-06-01,True
IOC-000254,url,https://dl.badhost.com/1391753c,CMP-0065,54,TLP:GREEN,Mandiant,public,2024-11-20,2025-01-19,False
IOC-000255,filename,invoice_urgent.iso,CMP-0131,46,TLP:AMBER,ISAC Share,restricted,2026-02-20,2026-04-21,False
IOC-000256,url,https://static.badhost.com/1bc600e4,CMP-0139,45,TLP:RED,Recorded Future,restricted,2025-02-03,2025-03-30,False
IOC-000257,ipv4,90.107.90.143,CMP-0115,73,TLP:GREEN,ISAC Share,confidential,2026-03-23,2026-04-28,True
IOC-000258,domain,login-share.co,CMP-0071,90,TLP:CLEAR,Recorded Future,partner,2025-11-28,2025-12-10,True
IOC-000259,email,no-reply@secure-mail.com,CMP-0100,56,TLP:GREEN,Internal Honeypot,restricted,2025-09-11,2025-09-21,True
IOC-000260,email,hr@acct-verify.com,CMP-0047,44,TLP:GREEN,ISAC Share,partner,2024-12-04,2025-01-03,True
IOC-000261,filename,report_urgent.pdf.exe,CMP-0135,89,TLP:GREEN,Confidential HUMINT,public,2024-07-09,2024-08-26,True
IOC-000262,domain,dropbox-share.com,CMP-0129,78,TLP:CLEAR,Mandiant,public,2025-07-16,2025-08-14,True
IOC-000263,email,no-reply@acct-verify.com,CMP-0066,65,TLP:CLEAR,Abuse.ch,restricted,2024-10-23,2024-11-18,True
IOC-000264,ipv4,147.217.179.22,CMP-0109,81,TLP:GREEN,Mandiant,public,2024-10-16,2024-12-15,True
IOC-000265,sha256,805ad08fe6884c11a4fae52c1d74ee3a737d493d141660f37ae27635381903bd,CMP-0095,47,TLP:GREEN,Recorded Future,restricted,2026-05-02,2026-06-01,False
IOC-000266,sha256,6f4bd4021463cad59c3f4e09f28f1e4f1e1f64824a26280376aaf6ea02d8028f,CMP-0026,64,TLP:GREEN,Internal Honeypot,confidential,2026-05-16,2026-06-01,True
IOC-000267,md5,14b0c086ba946dbd3903c8777b381c45,CMP-0026,90,TLP:CLEAR,CrowdStrike Falcon X,confidential,2026-03-15,2026-05-05,True
IOC-000268,sha256,40f905acea8395441c4c533664f967c0bf1335662377aff8c7b209018901ea4e,CMP-0041,56,TLP:CLEAR,Recorded Future,public,2025-08-14,2025-09-03,False
IOC-000269,ipv4,202.235.1.25,CMP-0026,83,TLP:GREEN,Recorded Future,partner,2025-06-19,2025-08-11,True
IOC-000270,sha256,15584810a0021565b78b70521b1499a07c269dcbcd6393c6c76dc6adf55250e6,CMP-0069,68,TLP:RED,OSINT Crawler,public,2024-08-12,2024-09-08,True
IOC-000271,sha256,cc4769bab8ed7837db0c809bc6562969f2c9eeeacbaf007ff6185ce77a79e7ad,CMP-0069,84,TLP:AMBER,ISAC Share,confidential,2025-01-20,2025-02-13,True
IOC-000272,filename,report-final.pdf.exe,CMP-0052,97,TLP:AMBER,VirusTotal,confidential,2024-07-26,2024-09-19,False
IOC-000273,url,https://static.badhost.com/3a3f73aa,CMP-0008,60,TLP:GREEN,Confidential HUMINT,partner,2025-04-19,2025-05-20,True
IOC-000274,url,https://cdn.xn--malware.com/f460c449,CMP-0104,48,TLP:CLEAR,VirusTotal,partner,2025-04-26,2025-05-30,False
IOC-000275,filename,invoice_urgent.docm,CMP-0093,73,TLP:GREEN,Recorded Future,restricted,2024-10-01,2024-11-23,False
IOC-000276,url,https://dl.evilcdn.com/adc99b07,CMP-0117,76,TLP:AMBER,CrowdStrike Falcon X,public,2024-11-02,2024-11-23,False
IOC-000277,ipv4,93.227.56.152,CMP-0144,84,TLP:CLEAR,CrowdStrike Falcon X,confidential,2024-11-12,2024-11-30,True
IOC-000278,sha256,136d9dda8102034d4ececc131d0816ee1fe2832bda3d4aede3dc4d7d0dcc60bd,CMP-0006,86,TLP:AMBER,Internal Honeypot,restricted,2025-09-05,2025-09-30,True
IOC-000279,ipv4,245.126.65.134,CMP-0010,49,TLP:CLEAR,Recorded Future,partner,2025-11-27,2025-12-07,True
IOC-000280,md5,edbe0581859b73eb97635e78d36583b8,CMP-0086,70,TLP:AMBER,Recorded Future,restricted,2026-05-11,2026-06-01,True
IOC-000281,domain,vault-share.io,CMP-0084,45,TLP:CLEAR,Confidential HUMINT,restricted,2025-09-13,2025-11-04,True
IOC-000282,filename,invoice_2026.docm,CMP-0086,85,TLP:AMBER,VirusTotal,partner,2026-01-17,2026-03-08,True
IOC-000283,ipv4,55.48.104.251,CMP-0055,65,TLP:AMBER,Recorded Future,confidential,2026-05-07,2026-05-22,True
IOC-000284,domain,update-share.io,CMP-0028,46,TLP:AMBER,Mandiant,public,2026-04-23,2026-05-23,True
IOC-000285,sha256,735f048e609337520baa67d3cb0eea0941982fefd9b414a3b2cf813d0ab9ca12,CMP-0037,98,TLP:CLEAR,Recorded Future,partner,2025-02-26,2025-04-27,True
IOC-000286,sha256,5a20a4f45d31ddd8e6bad4146ec04c8a5f2c1081693698007c9ee577f8573ef6,CMP-0092,46,TLP:GREEN,Confidential HUMINT,restricted,2026-01-06,2026-03-07,True
IOC-000287,domain,dropbox-auth.com,CMP-0008,73,TLP:RED,ISAC Share,public,2025-01-31,2025-03-26,True
IOC-000288,url,https://files.xn--malware.com/add8e7c7,CMP-0125,84,TLP:AMBER,ISAC Share,public,2024-08-19,2024-08-31,False
IOC-000289,domain,cdn-auth.co,CMP-0004,45,TLP:GREEN,VirusTotal,confidential,2026-04-30,2026-05-26,True
IOC-000290,email,admin@secure-mail.com,CMP-0126,86,TLP:GREEN,VirusTotal,public,2024-12-31,2025-02-11,False
IOC-000291,filename,update_urgent.pdf.exe,CMP-0086,73,TLP:CLEAR,Mandiant,restricted,2025-06-23,2025-08-11,True
IOC-000292,email,admin@secure-mail.com,CMP-0005,82,TLP:AMBER,Recorded Future,restricted,2024-09-24,2024-10-31,True
IOC-000293,domain,login-sync.co,CMP-0006,70,TLP:GREEN,CrowdStrike Falcon X,confidential,2024-07-23,2024-08-13,False
IOC-000294,filename,report-final.docm,CMP-0097,43,TLP:GREEN,VirusTotal,public,2025-05-14,2025-05-26,True
IOC-000295,sha256,ad389254ef13881c665f07a7a290b93810411784c9919b141d8b7a36d130f8a6,CMP-0086,95,TLP:GREEN,Mandiant,confidential,2024-08-11,2024-09-12,False
IOC-000296,sha256,b07fd9491d13e4bfe6e6deafa57e705332c99a859eb1a405baae8119fab2edb7,CMP-0011,97,TLP:AMBER,VirusTotal,public,2025-12-04,2026-01-20,True
IOC-000297,md5,04dedad4c7de8d8217a1744c684831d5,CMP-0035,46,TLP:GREEN,Confidential HUMINT,confidential,2024-11-13,2025-01-11,True
IOC-000298,url,https://files.evilcdn.com/b05465f3,CMP-0051,75,TLP:RED,VirusTotal,confidential,2025-06-29,2025-08-18,False
IOC-000299,ipv4,100.6.33.111,CMP-0042,90,TLP:CLEAR,OSINT Crawler,public,2025-11-14,2025-12-26,True
IOC-000300,sha256,7275ce6554a02afe2d430dc28bca3369ae35766743d55d990bfd302494cba0f1,CMP-0089,48,TLP:GREEN,OSINT Crawler,public,2024-12-30,2025-01-27,True
IOC-000301,filename,update-final.iso,CMP-0134,99,TLP:GREEN,ISAC Share,public,2025-06-09,2025-07-01,True
IOC-000302,md5,b5811953bcf97d1fd9ae1f4bcd9c1f1a,CMP-0073,49,TLP:GREEN,Internal Honeypot,partner,2026-05-19,2026-06-01,True
IOC-000303,filename,invoice-final.pdf.exe,CMP-0029,89,TLP:CLEAR,OSINT Crawler,public,2024-11-30,2025-01-28,True
IOC-000304,ipv4,144.91.247.239,CMP-0098,74,TLP:GREEN,OSINT Crawler,public,2024-08-29,2024-09-20,True
IOC-000305,filename,scan_urgent.iso,CMP-0070,54,TLP:GREEN,OSINT Crawler,confidential,2025-10-08,2025-12-02,True
IOC-000306,email,no-reply@acct-verify.com,CMP-0137,68,TLP:GREEN,OSINT Crawler,public,2025-03-14,2025-03-21,True
IOC-000307,domain,update-portal.io,CMP-0116,89,TLP:GREEN,VirusTotal,public,2025-08-26,2025-09-29,True
IOC-000308,url,https://cdn.badhost.com/c829f653,CMP-0049,41,TLP:CLEAR,Recorded Future,confidential,2025-11-05,2025-11-27,True
IOC-000309,sha256,6b9e54090fdb53a28e5171b8d51890cc365ed1a94f5f2ea2e4aebd8ae6c14afc,CMP-0127,58,TLP:GREEN,ISAC Share,public,2024-07-27,2024-07-29,True
IOC-000310,md5,d9a6a246bd479bceb8cb4e7b9daad40a,CMP-0133,50,TLP:CLEAR,CrowdStrike Falcon X,restricted,2025-05-18,2025-06-11,False
IOC-000311,md5,54310f72401cfddde7574db679e76a9d,CMP-0123,49,TLP:CLEAR,Recorded Future,confidential,2025-06-08,2025-07-04,True
IOC-000312,sha256,2b03e93b7dd9c01ad7c5769c8626edaba06dfa262fabf7969b5221fed651b335,CMP-0097,97,TLP:GREEN,Recorded Future,partner,2025-05-03,2025-06-29,False
IOC-000313,domain,dropbox-files.io,CMP-0081,76,TLP:RED,Recorded Future,partner,2024-09-02,2024-09-19,True
IOC-000314,url,https://dl.evilcdn.com/ff0b9755,CMP-0061,55,TLP:GREEN,ISAC Share,restricted,2024-10-12,2024-11-26,True
IOC-000315,ipv4,6.42.98.190,CMP-0021,77,TLP:AMBER,ISAC Share,public,2025-12-17,2026-01-04,False
IOC-000316,domain,vault-sync.net,CMP-0029,63,TLP:CLEAR,Confidential HUMINT,public,2025-10-01,2025-10-25,True
IOC-000317,sha256,8d257cc4490d9336a16171c716a1310be23eaa17b436bc9f5876e79e83727628,CMP-0098,88,TLP:CLEAR,Mandiant,public,2025-06-17,2025-06-21,False
IOC-000318,url,https://static.evilcdn.com/7c004c24,CMP-0038,52,TLP:CLEAR,ISAC Share,public,2025-12-02,2025-12-24,True
IOC-000319,ipv4,2.235.188.203,CMP-0077,59,TLP:AMBER,Confidential HUMINT,public,2025-02-01,2025-03-20,True
IOC-000320,domain,cdn-portal.io,CMP-0031,80,TLP:GREEN,Abuse.ch,restricted,2024-09-02,2024-10-25,False
IOC-000321,md5,055242d46090337c97e4f14dc799d1e8,CMP-0022,62,TLP:RED,ISAC Share,public,2025-10-15,2025-12-01,False
IOC-000322,email,it-support@secure-mail.com,CMP-0146,99,TLP:GREEN,Recorded Future,restricted,2025-12-03,2026-01-24,True
IOC-000323,filename,report_urgent.lnk,CMP-0043,47,TLP:RED,CrowdStrike Falcon X,public,2024-12-25,2024-12-26,False
IOC-000324,md5,b1c936bd15e984649748b1aa35aec083,CMP-0138,48,TLP:GREEN,Internal Honeypot,confidential,2024-10-14,2024-11-09,True
IOC-000325,sha256,6ba69c0699d42a634389a495cda89d2ecbcc2de5b9abc49e7cdf4a8f50c3bd20,CMP-0064,85,TLP:AMBER,Recorded Future,restricted,2024-07-20,2024-09-05,True
IOC-000326,ipv4,109.75.41.126,CMP-0112,88,TLP:RED,OSINT Crawler,restricted,2024-07-22,2024-08-10,True
IOC-000327,url,https://files.xn--malware.com/f8115932,CMP-0130,64,TLP:GREEN,Internal Honeypot,partner,2026-03-28,2026-04-22,True
IOC-000328,email,hr@acct-verify.com,CMP-0053,86,TLP:AMBER,Abuse.ch,confidential,2025-01-05,2025-01-21,True
IOC-000329,url,https://static.evilcdn.com/8d9863a9,CMP-0074,58,TLP:CLEAR,VirusTotal,partner,2024-10-20,2024-11-23,True
IOC-000330,sha256,69323c27333d54ae6be2a50baf986f762e6379699de445f9eb4e9f9fc85082a9,CMP-0007,57,TLP:RED,Confidential HUMINT,restricted,2024-08-26,2024-10-03,True
IOC-000331,url,https://dl.evilcdn.com/c2e455e7,CMP-0086,97,TLP:GREEN,Internal Honeypot,restricted,2025-11-20,2025-12-02,False
IOC-000332,ipv4,164.45.178.35,CMP-0040,56,TLP:AMBER,Abuse.ch,partner,2025-11-12,2025-11-17,True
IOC-000333,md5,380eeb7098307aa53cdae597bc1e8821,CMP-0038,91,TLP:AMBER,ISAC Share,confidential,2025-04-09,2025-04-18,True
IOC-000334,ipv4,57.249.154.42,CMP-0135,64,TLP:AMBER,Internal Honeypot,restricted,2024-07-04,2024-07-12,True
IOC-000335,ipv4,147.239.212.199,CMP-0081,93,TLP:AMBER,ISAC Share,confidential,2026-01-21,2026-02-21,False
IOC-000336,email,hr@acct-verify.com,CMP-0059,81,TLP:RED,Recorded Future,confidential,2026-04-05,2026-04-28,False
IOC-000337,sha256,a0482dc57806796ba887a21f66ea15bec89baa5daa3e745ef5a490dcfafc5a1c,CMP-0033,98,TLP:GREEN,VirusTotal,restricted,2024-09-12,2024-09-17,True
IOC-000338,ipv4,179.92.250.92,CMP-0110,75,TLP:CLEAR,VirusTotal,public,2026-05-13,2026-06-01,False
IOC-000339,filename,resume_2026.zip,CMP-0072,99,TLP:AMBER,Internal Honeypot,public,2025-03-03,2025-03-05,True
IOC-000340,ipv4,146.166.78.107,CMP-0127,59,TLP:RED,Abuse.ch,confidential,2024-07-07,2024-08-12,False
IOC-000341,filename,scan-final.zip,CMP-0139,59,TLP:CLEAR,Abuse.ch,partner,2025-09-21,2025-11-10,False
IOC-000342,sha256,bf9bde98973af8abcc62e9444dea4e40747e00f31d9726ac60992d32938aeb54,CMP-0007,78,TLP:GREEN,Confidential HUMINT,restricted,2025-12-29,2026-01-10,True
IOC-000343,domain,login-files.net,CMP-0027,75,TLP:RED,Internal Honeypot,confidential,2024-11-28,2024-11-30,False
IOC-000344,ipv4,113.113.132.225,CMP-0066,58,TLP:GREEN,Internal Honeypot,public,2025-07-17,2025-07-19,True
IOC-000345,email,hr@acct-verify.com,CMP-0024,76,TLP:RED,Mandiant,public,2024-10-24,2024-11-06,True
IOC-000346,domain,cdn-files.net,CMP-0094,74,TLP:GREEN,ISAC Share,partner,2026-05-07,2026-05-08,False
IOC-000347,url,https://dl.badhost.com/a9b76fc8,CMP-0106,52,TLP:AMBER,Abuse.ch,restricted,2026-01-07,2026-01-08,True
IOC-000348,sha256,c0b07550485a7f74958122f4df79312c1f507f0c875d536597785a0223e548bd,CMP-0083,47,TLP:AMBER,Mandiant,partner,2026-02-11,2026-02-21,False
IOC-000349,ipv4,248.116.175.38,CMP-0051,62,TLP:AMBER,Confidential HUMINT,confidential,2026-02-27,2026-03-08,True
IOC-000350,domain,update-share.co,CMP-0072,82,TLP:GREEN,Abuse.ch,restricted,2025-03-30,2025-03-31,True
IOC-000351,domain,update-sync.net,CMP-0144,56,TLP:RED,ISAC Share,public,2024-12-03,2025-01-06,True
IOC-000352,url,https://files.badhost.com/2615a307,CMP-0021,84,TLP:AMBER,Internal Honeypot,restricted,2025-01-28,2025-03-12,True
IOC-000353,email,billing@dropbox-team.com,CMP-0049,77,TLP:RED,ISAC Share,partner,2025-05-13,2025-07-01,True
IOC-000354,ipv4,191.227.3.103,CMP-0053,92,TLP:AMBER,Abuse.ch,public,2024-10-11,2024-12-02,True
IOC-000355,filename,update_2026.pdf.exe,CMP-0065,74,TLP:RED,Internal Honeypot,confidential,2026-03-10,2026-03-30,True
IOC-000356,md5,a12ce91ef7a9e1fd1cc5700dec1276b1,CMP-0137,72,TLP:CLEAR,Abuse.ch,confidential,2024-12-08,2024-12-28,True
IOC-000357,domain,secure-portal.com,CMP-0038,94,TLP:AMBER,Recorded Future,public,2024-10-04,2024-11-25,True
IOC-000358,ipv4,91.159.52.21,CMP-0111,64,TLP:AMBER,Mandiant,confidential,2024-08-12,2024-08-16,True
IOC-000359,sha256,f7a18b25e81c8383e6e3a14ac23fdac42b94385ae3443c1fc08c988367fe9c99,CMP-0022,45,TLP:CLEAR,Mandiant,confidential,2026-03-05,2026-04-26,True
IOC-000360,filename,resume_urgent.lnk,CMP-0105,47,TLP:RED,Confidential HUMINT,confidential,2024-10-24,2024-11-02,False
IOC-000361,sha256,aafaa12b4c1dc038971f054162a954381df2650c42c3c6574c510d57661e3ce4,CMP-0064,89,TLP:CLEAR,Internal Honeypot,confidential,2026-05-15,2026-06-01,True
IOC-000362,domain,update-auth.com,CMP-0011,78,TLP:GREEN,VirusTotal,restricted,2026-04-25,2026-05-28,True
IOC-000363,md5,b50ca5fb64ed6ae49d60382ca1f5b343,CMP-0040,90,TLP:AMBER,ISAC Share,restricted,2026-04-07,2026-04-29,True
IOC-000364,email,no-reply@dropbox-team.com,CMP-0109,75,TLP:AMBER,Abuse.ch,confidential,2025-10-31,2025-11-27,True
IOC-000365,sha256,9e428d5db15e35416f1b62a2443031f1a5299676ccc43d21feb5808acdaabef1,CMP-0069,64,TLP:AMBER,Recorded Future,restricted,2024-10-29,2024-11-08,True
IOC-000366,ipv4,194.71.34.205,CMP-0025,72,TLP:CLEAR,VirusTotal,confidential,2025-07-05,2025-07-29,True
IOC-000367,filename,scan-final.iso,CMP-0119,65,TLP:GREEN,VirusTotal,partner,2025-09-23,2025-09-28,False
IOC-000368,domain,secure-auth.io,CMP-0076,73,TLP:GREEN,Internal Honeypot,restricted,2025-03-08,2025-04-16,True
IOC-000369,url,https://dl.badhost.com/a30e5c89,CMP-0104,73,TLP:AMBER,ISAC Share,partner,2025-02-07,2025-03-11,True
IOC-000370,url,https://static.badhost.com/7090da8b,CMP-0108,55,TLP:AMBER,OSINT Crawler,confidential,2025-06-20,2025-07-25,True
IOC-000371,sha256,a983c51164d3a5bcb9e53c4aea54feecaaa62fff3fa5f040dca5223fdf5ddb9d,CMP-0142,65,TLP:RED,OSINT Crawler,restricted,2025-05-10,2025-06-15,False
IOC-000372,md5,18a38f8c4ff2c0a5a1f7e62b452f4beb,CMP-0021,76,TLP:GREEN,Internal Honeypot,partner,2025-04-08,2025-04-08,False
IOC-000373,ipv4,14.85.209.140,CMP-0100,49,TLP:CLEAR,Mandiant,restricted,2024-12-14,2025-02-06,True
IOC-000374,email,hr@secure-mail.com,CMP-0102,87,TLP:GREEN,Recorded Future,restricted,2024-09-18,2024-10-04,False
IOC-000375,domain,dropbox-share.com,CMP-0044,42,TLP:AMBER,Internal Honeypot,public,2026-06-01,2026-06-01,True
IOC-000376,md5,28645439d117810e5e5ce7ea10e57a8a,CMP-0142,57,TLP:GREEN,CrowdStrike Falcon X,public,2024-08-17,2024-09-27,True
